Train,Val
2.36206851429,2.36015027205
1.82327090546,2.13566960175
2.00583858676,2.04591484726
1.98697889135,2.04666251114
1.88637140241,2.02207135959
1.77305526227,2.03967873328
1.96845315049,2.00937711064
1.75182183833,1.98126164151
1.85085352592,1.96062318147
1.64915675965,1.97490369152
1.88921850994,1.93738787745
1.78772891814,1.94335419874
1.20230634889,2.01774669576
1.75513372277,1.96797193634
1.75441378366,1.92663701427
1.81478573394,1.90316092587
1.31421282713,2.00432130641
1.73905328746,1.90305692101
1.85667277374,1.93762376297
1.74378435244,1.87720032807
1.56635139929,1.88132638923
1.86231506014,1.86374111771
1.75209135732,1.86575312459
1.61995447107,1.85721408188
1.67397503286,1.8533661513
1.42225761672,1.85359931813
1.69001655881,1.85024413324
1.84860549711,1.83909367943
1.58468627997,1.83734929312
1.43446530816,1.83324472169
1.48151992042,1.86992339029
1.32417885883,1.84591366505
1.63815177273,1.86385054591
1.62141095067,1.85424551962
1.17663917258,1.86665990176
1.5837064666,1.85323106434
1.36779564334,1.84117318763
1.51549201497,1.82668338046
1.2788005466,1.83607953993
1.62308725857,1.81011028347
1.5647847916,1.82780091335
0.145019201809,1.97927244576
1.48969596005,1.85772863859
1.43112355199,1.82814729226
1.23884751466,1.8103015523
0.376728923986,1.97686479226
1.43194753928,1.82785103235
1.27900295101,1.85530118701
1.43337184988,1.80559409917
1.18976048106,1.81523807412
1.43396567106,1.80285562645
1.34946278808,1.80113415688
1.25917415679,1.79769490414
1.38581174508,1.7954096998
1.00892140156,1.80030660249
1.30055515639,1.79915234439
1.61424069925,1.79686451329
1.17372255258,1.80373825627
0.97337227661,1.79622107538
1.20303191975,1.82545533315
0.826091295019,1.82844467187
1.40077815324,1.83827253764
1.45810294593,1.83663609628
0.735036186797,1.84544126182
1.2325310861,1.82409887612
1.0083890727,1.82945545116
1.23101785117,1.80625910788
0.977680154791,1.82489117374
1.4213434224,1.80655604339
1.42297897087,1.82025851816
-0.54063990726,1.93202822955
1.29877354896,1.85057644419
1.15863206068,1.82785574566
0.826817546658,1.817906586
-0.164001561104,1.9799139903
1.15095963617,1.84370649658
0.811281530502,1.8685638515
1.11659331066,1.81714281936
0.950808472451,1.82689837733
1.04838775955,1.81969007601
0.966448528465,1.81373636614
1.00120936318,1.80263764713
1.17743883588,1.80894726041
0.674273158117,1.81983825343
1.00622118184,1.8134549361
1.40106233358,1.82100365431
0.849491254193,1.84636655851
0.687551965701,1.81347677553
0.934828829323,1.8472349822
0.491238498875,1.84111138229
1.15640216663,1.85800859072
1.32730371295,1.8667539346
0.392836620931,1.87050883512
0.974336437306,1.84502014751
0.771378357949,1.8544361787
1.02811000861,1.83114128037
0.739453073388,1.8518290292
1.24290490682,1.83341856845
1.31327057805,1.86079742881
-0.859644425719,1.95818642861
1.17710407352,1.87614859236
0.975598281539,1.86086948626
0.596401698675,1.85212544716
-0.499204994346,1.98898490432
0.931574979862,1.8807801596
0.50501028838,1.90005780503
0.894424055728,1.8602484747
0.757255613865,1.85693625438
0.678037490566,1.85299962266
0.683539877585,1.85024447197
0.834487844923,1.83624286144
1.03135587792,1.85494621303
0.441055929833,1.85719490805
0.750688593476,1.85120684109
1.24145594096,1.8586920379
0.616061360044,1.88344179434
0.497304674651,1.85324717171
0.734847428524,1.88351245663
0.229327944532,1.8655309199
0.986412154845,1.90497955605
1.19620562957,1.89888590906
0.148184613061,1.90640367913
0.776312033984,1.88071203183
0.582388004269,1.89529024519
0.879020165204,1.87400633157
0.546829541938,1.888673179
1.09587531598,1.87727022563
1.21939031718,1.90602856003
-1.14738007601,1.983271633
1.0910300385,1.92337950853
0.806012123626,1.91131224123
0.367243168679,1.88906636213
-0.660921676821,2.0323796486
0.769216553817,1.92372157193
0.280638280122,1.93463777289
0.723226289714,1.90232135036
0.620906189335,1.89370635961
0.441633652947,1.8879489703
0.478814218276,1.89119152648
0.681267848833,1.88004697707
0.906524203899,1.89318444177
0.262164669859,1.89456271179
0.533869020971,1.88481431348
1.1287272956,1.88914354137
0.411702987105,1.91297591892
0.342668301185,1.89690981403
0.552492826793,1.92500286183
0.0182860988089,1.89268221031
0.822636342205,1.95556722466
1.10039343667,1.9375327206
-0.0194578464518,1.93233973792
0.627178779192,1.92300539223
0.449963654912,1.93216703685
0.747311659332,1.92121318773
0.391505353751,1.92358544323
0.972781112189,1.93224165974
1.11588844513,1.93299348845
-1.37015877747,1.99719823701
1.00397196782,1.95036567483
0.711260733924,1.94890118274
0.161903011958,1.93244568809
-0.848454461737,2.04991254696
0.609912970818,1.9582136784
0.0718463068143,1.96678756105
0.587698949509,1.93017505869
0.518283089641,1.94015560822
0.24411167455,1.92388945949
0.264850591078,1.93071564168
0.524083354865,1.9227385085
0.764804863125,1.92593134996
0.185106516914,1.93219766146
0.35559458666,1.92442596727
1.00950905144,1.93573275919
0.252561533165,1.95876031846
